stt,thoigian,giaphong,dientich,vido,kinhdo,loai,drmd,kcdc,loaiwc,tiennghi,thuantien,giuongtu,banghe,nonglanh,dieuhoa,tulanh,maygiat,tivi,bep,gacxep,thangmay,bancong,chodexe,diachi,chitiet
465,04/2021,1000000,13.0,20.977846,105.798198,Nhacap,2.1,120.0,KKK,2,3,1,1,1,1,0,1,0,0,0,0,0,1,"26 NGÕ 241 Đường Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội","- Còn 1 phòng tầng 2 giá 2tr3, 2 phòng chung 1 nhà vệ sinh- ở được luôn.- Ngõ rộng ô tô đỗ cửa- Nội thất điều hòa, nóng lạnh,, giường,tủ, phơi đồ, bàn, để xe miễn phí, camera an ninh, máy giặt- Thanh toán cọc 1 đóng 1Mô tả chung- Máy giặt dùng chung miễn phí- Chính chủ miễn môi giới- Điện 3,5k/ số- Nước 80k/ người.- Hàng tuần có người qua dọn vệ sinh chung cả nhà thường xuyên.- Không ở chung chủ. Giờ giấc đi lại thoải mái, tiếp bạn bè vô tư miễn là lịch sự - Hợp đồng lâu dài không tăng giá, chu kỳ đóng tiền nhà 1 tháng 1 lần, đặt cọc 1 tháng tiền nhà"
860,05/2020,6500000,70.0,20.9867708,105.7801399,Nhatang,6.3,10.5,Khepkin,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"423 Đường Thanh Bình, Phường Mỗ Lao, Quận Hà Đông, Hà Nội","  tổng  70m vuông gần khu đô thị mỗ lao, hà đông-  mặt đường thanh bình gần khu đô thị mỗ lao, hà đông.  ở 50m vuông, tổng  70m vuông.đầy đủ tiện nghi, sử dụng nước máy. giá cả thoả thuận"
726,04/2021,3200000,30.0,21.083159,105.773456,Ccmn,3.5,35.0,Khepkin,8,8,1,1,1,1,0,1,0,0,0,0,1,1,"351 Đường Hoàng Tăng Bí, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội","Thông tin chi tiết về phòng: CHỈ CẦN MANG ĐỒ VÀO Ở (KHÔNG CẦN SẮM NHIỀU) PHÙ HỢPCHO AI THÍCH TÌM PHÒNG NGON- BỔ- RẺ- Giá: 2,7-3.0 tr- Địa điểm xung quanh : Đại học Mỏ, Y Tế, Nội Vụ, Tài Nguyên Môi Trường,…- Được trang bị đầy đủ, giường,bàn, nóng lạnh- Diện tích: 20 m2- Điều hò đầy đủ.- Nước giá dân- Điện giá dân(đỡ tiền điều hòa,nóng lạnh)- Internet: 70k / tháng- Vệ sinh:20k- Để xe: Miễn phí, chỗ để xe cũng thoải mái- Có máy giặt chung(không mất công tự giặt,hay tốn tiền mang ra tiệm)- Có ban công- Giờ giấc tự do, không chung chủ nhà- An ninh tốt, không xảy ra trường hợp mất cắp- Được phép nuôi thú cưng, miễn không gây ảnh hưởngngười xung quanh- Mọi thiết bị trong phòng đều mới nên sử dụng rất trơn tru nhé- Tối đa ở 2 người.- Gần các địa điểm đông dân cư, trường đại học, Vinmart, chợ...- Ảnh thật: Ib để tham khảo rõ hơn--------------------------------------IB/ZALO: 037 215 1998#phongtro #choo #nha #chungcu #lephat #chungcumini#nhady #nhatro"
1037,03/2020,4200000,40.0,20.980082,105.779856,Nhatang,3.2,12.5,Khepkin,4,3,0,0,1,0,0,0,0,1,0,0,1,1,"34 Đường Thanh Bình, Phường Mỗ Lao, Quận Hà Đông, Hà Nội"," có 2  ở khép kín tại mặt đường thanh bình mới, yên tĩnh:- mỗi  đều có mặt thoáng, cửa sổ lớn ánh sáng tự nhiên, không khí trong lành, sạch sẽ, thoáng mát.- vệ sinh riêng, nóng lạnh đầy đủ, khu bếp riêng, chỗ phơi đồ rộng rãi, thoáng khí.- lối đi riêng, khu để xe riêng, an ninh tốt.- có wifi, điện nước giá sinh hoạt.- gần chợ, trường học,... cách đường trần phú 300m, giao thông thuận tiện.- có ưu đãi cho hộ gia đình thuê dài hạn. tầng 2:- 30m2: 3,5 triệu/tháng- 40m2: 4,2 triệu/tháng (có ban công, 2  ngủ như chung cư mini)"
1496,02/2019,3200000,20.0,20.979588,105.780113,Nhatang,2.1,20.5,Khepkin,5,4,1,0,1,1,0,0,0,0,0,1,0,1,"số 3, ngõ 69 Đường Thanh Bình, Phường Mỗ Lao, Quận Hà Đông, Hà Nội","căn hộ nhỏ ấm cúng với thiết kế hiện đại. cửa sổ hướng đông nam tràn ngập ánh sáng, đón gió mát mùa hè và chắn gió lạnh mùa đông.  vệ sinh riêng có ô thoáng hút gió lấy ánh sáng, luôn khô thoáng và sạch sẽ.nội thất cao cấp gồm điều hòa, bình nóng lạnh, giường đệm 1,8 x 2m, tủ quần áo... khu nhà có thang máy, camera 24/7. có chỗ để xe.tọa lạc tại trung tâm quận hà đông (sát sau khách sạn perfect anh quân / tòa tháp doanh nhân). trong khu dân trí cao và an ninh. ô tô đỗ cửa và thuận tiện giao thông. gần các trường đh kiến trúc, an ninh, bưu chính viễn thông, đh hà nộitiện ích trong phạm vi 300m: nhà hàng, quán cà phê, hàng ăn sáng, tiệm giặt là, hiệu thuốc…điểm dừng xe gần 20 tuyến xe bus, ga tàu điện cát linh – hà đông. nhà hàng, quán cà phê, hàng ăn sáng, tiệm giặt là, hiệu thuốc…giá thuê: 3.000.000đ – 3.600.000đ/ tháng;lý tưởng cho hộ độc thânliên hệ: a. vinh 0913093489"
137,02/2021,2900000,25.0,20.979614,105.780206,Nhacap,3.6,100.23,Khepkin,4,4,1,1,1,1,1,1,0,1,0,1,1,1,"104 Đường Thanh Bình, Phường Mỗ Lao, Quận Hà Đông, Hà Nội"," chỉ việc mang vali vào ở.-  đẹp, sạch sẽ thoáng mát gần: hv quân y, đh kiến trúc,bưu chính, chợ hà đông, cách cầu trắng 500m,...- giá 3.2tr/tháng. đóng 1 cọc 1 tháng (ở được luôn).- ban công cực rộng, thoáng mát.- thang máy tốc độ cao.mô tả chung.- full nội thất điều hòa, nóng lạnh, tủ lạnh, giường, tủ, phơi đồ, bàn học, để xe miễn phí, camera an ninh, máy giặt, kệ bếp.- cổng khóa vân tay đảm bảo an toàn.- chính chủ miễn môi giới.- điện 3,5k/ số.- nước 20k/số.- hàng tuần có người qua dọn vệ sinh chung cả nhà thường xuyên.- không ở chung chủ. giờ giấc đi lại thoải mái, tiếp bạn bè vô tư miễn là lịch sự - hợp đồng lâu dài không tăng giá, chu kỳ đóng tiền nhà 1 tháng 1 lần, đặt cọc 1 tháng tiền nhà."
3575,08/2019,1500000,9.0,20.9806809,105.77902316,Nhatang,5.4,10.5,Khepkin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"156 Đường Thanh Bình, Quận Hà Đông","chủ hộ:nguyễn tân tỉnh.sđt: 01693296810.địa chỉ:156 đường thanh bình, quận hà đông.liên lạc để biết thêm chi tiết.tầng 1 là siêu thị, trường mầm non, mẫu giáo, 1 có chỗ tập gym.- thoáng mát, mùa hè ngủ không phải bật quạt"
739,04/2021,2200000,30.0,21.083159,105.773456,Nhacap,2.5,100.0,Khepkin,4,4,1,1,1,1,0,1,0,0,0,0,1,1,"351 Đường Hoàng Tăng Bí, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội","Thông tin chi tiết về phòng: CHỈ CẦN MANG ĐỒ VÀO Ở (KHÔNG CẦN SẮM NHIỀU) PHÙ HỢPCHO AI THÍCH TÌM PHÒNG NGON- BỔ- RẺ- Giá: 2,7-3.0 tr- Địa điểm xung quanh : Đại học Mỏ, Y Tế, Nội Vụ, Tài Nguyên Môi Trường,…- Được trang bị đầy đủ, giường,bàn, nóng lạnh- Diện tích: 20 m2- Điều hò đầy đủ.- Nước giá dân- Điện giá dân(đỡ tiền điều hòa,nóng lạnh)- Internet: 70k / tháng- Vệ sinh:20k- Để xe: Miễn phí, chỗ để xe cũng thoải mái- Có máy giặt chung(không mất công tự giặt,hay tốn tiền mang ra tiệm)- Có ban công- Giờ giấc tự do, không chung chủ nhà- An ninh tốt, không xảy ra trường hợp mất cắp- Được phép nuôi thú cưng, miễn không gây ảnh hưởngngười xung quanh- Mọi thiết bị trong phòng đều mới nên sử dụng rất trơn tru nhé- Tối đa ở 2 người.- Gần các địa điểm đông dân cư, trường đại học, Vinmart, chợ...- Ảnh thật: Ib để tham khảo rõ hơn--------------------------------------IB/ZALO: 037 215 1998#phongtro #choo #nha #chungcu #lephat #chungcumini#nhady #nhatro"
126,03/2021,4500000,50.0,21.040638,105.80851,Nhatang,6.2,128.0,KKK,5,4,1,0,1,0,0,0,0,1,0,0,1,1,"Số 14 Ngõ 376/29 Đường Bưởi, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội","cô chú minh có nhà 3,5 tầng nhưng không sử dụng hết nên thừa tầng 2 ở ngõ 376/29 đường bưởi (gần khu vĩnh phúc, ba đình) đã chia sẵn 2  1 to (22 m2 kể cả ban công) có cửa sổ to và 1 nhỏ (16 m2) có cửa sổ . các  đều có điều hoà 12.000 btu, giường có đệm, tủ. wifi tốc độ cao cho từng .  wc bên ngoài hành lang rộng rãi chung cho cả 2  có bình nóng lạnh.  khách, bếp, xe máy và giặt ở tầng 1. phơi quần áo ở tầng 4.giờ giấc thoải mái, có chìa khoá riêng từng người, từng  đảm bảo tự do cá nhân, có camera bên ngoàiđiện theo công tơ 4k/số, nước chỉ 50k/người và internet cũng chỉ 50k/ngườiđường đi trong ngõ rộng rãi, ôtô có thể quay đầu.nhà gần chợ, siêu thị, bệnh viện 354, công an phường, đường hoàng quốc việt, đội cấn, hoàng hoa thám, văn cao, liễu giai, daewoo, lotte martkhu an ninh tốt, yên tĩnh thích hợp cho những bạn đi làm cả tầng 2 giá 4tr5, ở tối đa từ 3 đên 4 người, chỉ cho nữ thuê. có thể  từng : một  2tr, một  2tr5 có ảnh và videos để các bạn xem trước theo đường link: https://photos.app.goo.gl/zxs9lyw29j2bpabmaliên hệ với cô chú theo số đt: 091 2153052 hoặc 090 4197569 hoặc đến nhà để xem "
562,07/2020,2900000,27.0,21.037411,105.808723,Nhatang,6.6,168.0,Khepkin,5,4,0,0,1,1,0,0,0,0,0,0,0,0,"16 Đường Bưởi, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội","  khép kín mới xây 3 tầng có bình nóng lạnh, điều hòa nhiệt độ, ở riêng không chung chủ nhà, cách mặt đường võ chí công 100m, gần chợ bưởi, nghĩa đô..gần các trường đại học điện lực, kỹ thuật quân sự, bến xe buýt...có nguồn nước máy và điện công tơ riêng, thoáng mát, mùa hè mát mẻ. liên hệ bác chủ nhà, ko qua sms"
1529,12/2018,1800000,18.0,21.034672,105.805896,Nhatang,7.2,10.0,Khepkin,5,5,0,0,0,0,0,0,0,0,0,0,0,1,"178a đường bưởi, phường cống vị, Quận Ba Đình, Hà Nội","cho bạn nữ thuê  tại số 178a đường bưởi, phường cống vị, quận ba đình.  sử dụng 18m2, wc và chỗ đun nấu sát , tiện sinh hoạt. nằm sát ngã tư bưởi- đào tấn, giao thông thuận tiện cho sinh hoạt, học tập và làm việc.liên hệ a kiên 0967 288 983 / 0902 299 455 để xem  cụ thể."
137,02/2021,3100000,25.0,20.979614,105.780206,Nhatang,3.6,100.23,Khepkin,4,4,1,1,1,1,1,1,0,1,0,1,1,1,"104 Đường Thanh Bình, Phường Mỗ Lao, Quận Hà Đông, Hà Nội"," chỉ việc mang vali vào ở.-  đẹp, sạch sẽ thoáng mát gần: hv quân y, đh kiến trúc,bưu chính, chợ hà đông, cách cầu trắng 500m,...- giá 3.2tr/tháng. đóng 1 cọc 1 tháng (ở được luôn).- ban công cực rộng, thoáng mát.- thang máy tốc độ cao.mô tả chung.- full nội thất điều hòa, nóng lạnh, tủ lạnh, giường, tủ, phơi đồ, bàn học, để xe miễn phí, camera an ninh, máy giặt, kệ bếp.- cổng khóa vân tay đảm bảo an toàn.- chính chủ miễn môi giới.- điện 3,5k/ số.- nước 20k/số.- hàng tuần có người qua dọn vệ sinh chung cả nhà thường xuyên.- không ở chung chủ. giờ giấc đi lại thoải mái, tiếp bạn bè vô tư miễn là lịch sự - hợp đồng lâu dài không tăng giá, chu kỳ đóng tiền nhà 1 tháng 1 lần, đặt cọc 1 tháng tiền nhà."
2875,06/2016,1700000,20.0,21.034901,105.807191,Nhatang,3.5,10.0,Khepkin,3,4,0,0,0,0,0,0,0,0,1,0,0,0,"Bưởi, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",  rộng chính chủ còn mới rộng 20m2 còn mới khu phụ khép kín. có gác xép để đồ. thoáng mát sạch sẽ. an ninh tốt yên tĩnh. có thc + internet. điện 3k/1 số. nước 50k/1n. nhà gần xuân đỉnh xuân la tây hồ.  lâu dài.gía 1tr7/1thang.ai có nhu cầu liên hệ cô hiển sđt: 0973763082
2832,04/2021,1200000,23.0,20.980353,105.801553,Nhacap,2.1,344.0,KKK,2,2,1,1,0,0,1,1,0,1,0,0,0,0,"111 Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội","Chung cư mini 111 Triều Khúc - Gần ĐH Công nghệ GTVTNhà thiết kế 5 tầng, các căn hộ khép kín, nội thất đầy đủCó 2 loại căn hộ chính* Loại 1: Căn hộ 1 ngủ, rộng 20m2, của sổ nhỏ: Giá 2tr8 - 3tr2* Loại 2: Căn hộ 1 ngủ, rộng 25m2, có cửa sổ to: Giá 3tr5-3tr7* Loại 3: Căn hộ 1 ngủ, 1 khách 35m2: Giá 4tr-4tr5Mô tả chung* Camer an ninh, Khóa cổng kiểm soát vân tay* Thiết kế: Khu bếp, vệ sinh khép kín* Nội thất: Điều hòa, Nóng lạnh, máy giặt, tủ lạnh, giường ngủ, tủ quần áo, bàn bếp, bàn làm việc, đệm…* Vệ sinh dọn dẹp hàng tuần* Điện 3,5k/số ; Nước 20k/khối* Hợp đồng dài hạn không tăng giá, giờ giấc thoải mái, tiếp bạn bè lịch sự thoải mái* Chính chủ, miễn trung gian* Nhắn zalo khi cần thông tin chi tiết"
3519,08/2019,2200000,25.0,21.032641,105.804752,Nhatang,2.3,52.56,Khepkin,2,5,1,0,0,0,0,0,0,1,0,0,0,0,"sn 8 ngõ 90/4 Đường Bưởi, Ngọc Khánh, Ba Đình, Hà Nội, Vietnam","chính chủ  1  khép kín 25m2 nhà 4 tầng mới xây cực đẹp, tự do thoải mái là một yếu tố quan trọng, không chung với chủ nhà. nội thất: có đầy đủ mạng, cáp quang miễn phí, có giường, bệ bếp, chậu rửa bát, nhà vệ sinh đầy đủ thiết bị cần thiết: vòi hoa sen, vòi vệ sinh, gương treo.. nhà ở khu an ninh, trật tự tốt, liên hệ 0164 55 66 555. lưu ý không qua trung gian, liên hệ trước khi gặp, ở một người có thể thương lượng giá, phù hợp với dân tri thức, và yên tĩnh, lịch sự: giá: 2.2 triệu/tháng lh: mr chung: 0164.55.66.555"
3519,08/2019,2000000,25.0,21.032641,105.804752,Nhacap,2.3,52.56,Khepkin,2,2,1,0,0,0,0,0,0,1,0,0,0,0,"sn 8 ngõ 90/4 Đường Bưởi, Ngọc Khánh, Ba Đình, Hà Nội, Vietnam","chính chủ  1  khép kín 25m2 nhà 4 tầng mới xây cực đẹp, tự do thoải mái là một yếu tố quan trọng, không chung với chủ nhà. nội thất: có đầy đủ mạng, cáp quang miễn phí, có giường, bệ bếp, chậu rửa bát, nhà vệ sinh đầy đủ thiết bị cần thiết: vòi hoa sen, vòi vệ sinh, gương treo.. nhà ở khu an ninh, trật tự tốt, liên hệ 0164 55 66 555. lưu ý không qua trung gian, liên hệ trước khi gặp, ở một người có thể thương lượng giá, phù hợp với dân tri thức, và yên tĩnh, lịch sự: giá: 2.2 triệu/tháng lh: mr chung: 0164.55.66.555"
2823,06/2016,2200000,18.0,21.041531,105.806798,Nhatang,9.2,5.0,Khepkin,5,4,1,0,1,1,0,0,0,0,0,0,0,0,"412 Đường Bưởi, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội","  18m2 (giảm 20% tiền  cho tháng 5) đầy đủ điều hòa, nóng lạnh, th cáp 2,2 triệu tại cầu giấy:đ/c: 412 đường bưởi - quận cầu giấy, gần các trường đh gt, đh qg, đh sư phạm, đh điện lực, mẫu giáo..... cửa sổ thoáng mát. nhà rất yên tĩnh và an ninh tuyệt đối.  tầng 4.(chỉ cho nữ thuê): 18m2.vệ sinh riêng biệt khép kín.sân phơi riêng trên tầng 5miễn phí: truyền hình cáp âm tường sẵn có.điện: 3500 đ/kw. nước: 65.000 đ/người.giá thuê: 2.200.000 đ/tháng. (đóng 1 tháng/lần, đặt cọc 1 tháng).xe máy: còn chỗ để được 1 chiếc xe số.thời gian khóa cửa để đảm bảo an ninh cho người thuê: 23h00 hàng ngày.thi thoảng về trễ hơn có thể báo trước nếu có việc.nhà 05 tầng, chỉ có 2 vợ chồng trẻ nhà  và  vài  toàn ở 1 người và đi làm văn . đường đi riêng biệt. yên tĩnh.bắt đầu ở từ ngày 1/5/2016.lh: 0904892396 (chủ nhà)hoặc lối đi phía sau: ngõ 376/ngách số 1/đối diện nhà 30.cảm ơn!"
2211,06/2017,2000000,25.0,21.050085,105.810452,Nhatang,2.7,242.0,KKK,1,3,0,0,0,0,0,0,0,0,0,0,0,0,"Số nhà 27 ngõ 50 Phường Bưởi, Quận Tây Hồ, Hà Nội"," 2 : mỗi  25m2, vệ sinh khép kín, đi chung với chủ nhàkhu nhà có  gần :- hồ tây- chợ bưởi- trường mầm non- trường cấp 1 + 2 đông tháisdt : 01639045053 / 01676151142"
3519,08/2019,2500000,25.0,21.032326,105.804559,Ccmn,2.3,52.56,Khepkin,6,6,1,0,0,0,0,0,0,1,0,0,0,0,"sn 8 ngõ 90/4 Đường Bưởi, Ngọc Khánh, Ba Đình, Hà Nội, Vietnam","chính chủ  1  khép kín 25m2 nhà 4 tầng mới xây cực đẹp, tự do thoải mái là một yếu tố quan trọng, không chung với chủ nhà. nội thất: có đầy đủ mạng, cáp quang miễn phí, có giường, bệ bếp, chậu rửa bát, nhà vệ sinh đầy đủ thiết bị cần thiết: vòi hoa sen, vòi vệ sinh, gương treo.. nhà ở khu an ninh, trật tự tốt, liên hệ 0164 55 66 555. lưu ý không qua trung gian, liên hệ trước khi gặp, ở một người có thể thương lượng giá, phù hợp với dân tri thức, và yên tĩnh, lịch sự: giá: 2.2 triệu/tháng lh: mr chung: 0164.55.66.555"
138,02/2021,3400000,30.0,20.9798652,105.7785912,Ccmn,2.7,242.0,Khepkin,5,5,1,0,1,1,0,0,0,1,0,0,0,1,"Phố Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","chính chủ  chung cư mini mới xây xong vào ở phố ngọc trục - đại mỗ ( cách ngã tư vạn phúc - tố hữu 800m )tòa chung cư mini 6 tầng nằm đầu phố ngọc trục gần ngã tư tố hữu - vạn phúc, đường to ô tô đỗ cửa, được thiết kế tiện lợi, đầy đủ tiện ích đi kèm.* thiết kế với  30m2 với phong cách hiện đại, tiện dụng.*  gồm có: + điều hòa 02 chiều inverter+ nóng lạnh + tủ quần áo âm tường rộng + giường 1,6m* khu bếp riêng biệt, chậu rửa bát hiện đại nấu nướng không sợ mùi vào  ngủ và  khách.* wc khép kín hiện đại, thiết bị vệ sinh inax.* tòa nhà được lắp camera an ninh đảm bảo, thoải mái đi lại.* miễn phí: phí để xe, truyền hình cáp, internet cáp quang, camera các tầng. đặc biệt chủ nhà có trang bị hệ thống lọc nước ro tiệt trùng bằng tia cực tím.* vùng lân cận: cách ngã tư vạn phúc – tố hữu 800m; cách trung tâm hội nghị quốc gia 4km; cách bưu điện hà đông 2,5km; cách tttm hồ gươm plaza 3km; cách tttm aeon hà đông 2km.* giá : 3.400.000 đ. giá điện: 3.000/kw; nước: 20.000/m3. địa chỉ: ô số 05, khu giãn dân ngọc trục - p. đại mỗ - q. nam từ liêm - hn liên hệ chính chủ: 0919 016 680 - 0912 277 596"
137,02/2021,3500000,25.0,20.979614,105.780206,Nhatang,4.3,23.23,Khepkin,6,4,1,1,1,1,1,1,0,1,0,1,1,1,"104 Đường Thanh Bình, Phường Mỗ Lao, Quận Hà Đông, Hà Nội"," thất mới - chỉ việc mang vali.-  đẹp, sạch sẽ thoáng mát gần: hv quân y, đh kiến trúc,bưu chính, chợ hà đông, cách cầu trắng 500m,...- giá 3.2tr/tháng. đóng 1 cọc 1 tháng (ở được luôn).- ban công cực rộng, thoáng mát.- thang máy tốc độ cao.mô tả chung.- full nội thất điều hòa, nóng lạnh, tủ lạnh, giường, tủ, phơi đồ, bàn học, để xe miễn phí, camera an ninh, máy giặt, kệ bếp.- cổng khóa vân tay đảm bảo an toàn.- chính chủ miễn môi giới.- điện 3,5k/ số.- nước 20k/số.- hàng tuần có người qua dọn vệ sinh chung cả nhà thường xuyên.- không ở chung chủ. giờ giấc đi lại thoải mái, tiếp bạn bè vô tư miễn là lịch sự - hợp đồng lâu dài không tăng giá, chu kỳ đóng tiền nhà 1 tháng 1 lần, đặt cọc 1 tháng tiền nhà."
975,04/2020,3400000,30.0,20.9755388,105.7863626,Ccmn,2.7,242.0,Khepkin,5,5,1,0,1,1,0,0,0,1,0,0,1,1,"56, Ngo 32, Phố Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","chung cư mini 30-35m2 - 3tr4/tháng - đang có k/mại khủngnhà có ban công - full đồ - ô tô đỗ tận cửa15/4 này,  (chính chủ) có 1 số căn hộ Ccmn trống cần :: mặt đường ngọc trục (tìm trên gg map từ khóa chính xác: ngọc trục 57),- 6 phút đến đại lộ thăng long- 6 phút đến ngã tư quang trung - vạn phúc- 8 phút đến ngã tư lê văn lương - tố hữu- 10 phút đến ngã tư nguyễn trãi - khuất duy tiến- 17 phút đến keangnamtòa nhà mặt đường, ô tô vào tận cửa, chỗ đỗ xe ô tô cách 20m (tiền gửi xe ô tô chỉ có 500-600k/tháng)ban công rộng rãi thoáng mát,  thiết kế đỉnh cao, ánh sáng tràn ngập, bếp riêng biệt.full đồ: giường, tủ, điều hòa, nóng lạnh, bếp từ đôi, tủ bếp, quạt trần, đèn ngủ.xe máy để miễn phí ở tầng 1, có khóa vân tay an toàn, camera an ninh trong và ngoài hoạt động 24/7.không chung chủ, giờ giấc tự do.thích hợp với vợ chồng trẻ, dân văn  ở 1-2 người.điện: 3k/số - nước: 20k/khốikhuyến mãi khủng: tặng 15 ngày đầu tiên khi đặt  trước 15/4 & giảm 500k/tháng trong 2 tháng đầu tiêngiá thuê: 3tr4/tháng, thanh toán 1 tháng 1, cọc 1 tháng (thanh toán 3 tháng có giảm thêm)lh: (phone/zalo) để xem  ạ!"
1608,01/2019,3800000,50.0,20.989358,105.773396,Nhatang,5.0,600.93,Khepkin,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"26, Ngo 105,Phố Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","chính chủ  tầng 2 và tầng 4 của tòa nhà 05 tầng. cách ngã tư vạn phúc - tố hữu 600m.căn hộ  60m2 được chia thành 02  riêng biệt, thiết kế hợp lý, phong cách hiện đại.thiết bị vệ sinh inax còn mới.giá điện: 3.000đ/kw; nước 20.000đ/m3.không ở cùng chủ nhà. an ninh tốt, đường to ô tô đỗ cửa.liên hệ chủ nhà: 0919016680 hoặc 0912277596địa chỉ: ô số 14, khu giãn dân ngọc trục - p. đại mỗ - q. nam từ liêm - hn"
1722,09/2018,1400000,17.0,20.984083,105.768282,Ccmn,3.4,77.96,Khepkin,4,2,0,0,0,0,0,0,0,0,1,0,0,0,"Số 32, ngõ 26 Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","  mô hình trung cư mini vệ sinh khép kín, có wifi, camera....địa chỉ: đại mỗ, từ liêm (gần ngã 4 tố hữu, vạn phúc).ưu tiên cho hộ gia đình ở lâu dài.liên hệ ms nga 094 79 75 798 (chủ nhà)ps: còn 2 :- 01  tầng 3  17m2 giá 1,7 triệu/tháng có gác xép 7m2- 01  tầng 1  14m2 giá 1,4 triệu/tháng có gác xép 6m2nhận  28/8/2018."
2724,07/2016,1600000,20.0,20.97426,105.764257,Ccmn,5.0,318.0,Khepkin,2,3,0,0,0,0,0,0,0,0,0,1,1,1,"ngõ 23/32 Vạn Phúc, Phường La Khê, Quận Hà Đông, Hà Nội","  trong chung cư 150m như sau:- địa điểm: nhà ct5b chung cư văn khê – hà đông  : 20m -25m/1 - đường rộng rãi, tầng 1 là siêu thị, trường mầm non, mẫu giáo, 1 có chỗ tập gym.- thoáng mát, mùa hè ngủ không phải bật quạt, sạch sẽ, rộng rãicác dịch vụ kèm:------------------+ thang máy (miễn phí thang máy)+ có ban công+ vệ sinh khép kín+ bao gồm phí quản lý tòa nhà+ có bảo vệ, camera an ninh+ giờ giấc tự do thoải mái+ hầm để xe rộng rãi thoải mái.+ phí gửi xe máy: 50k/1 tháng+ điện: 100.000 đồng/1ng/tháng+ nước: 50.000 đồng/1 người /tháng+ mạng internet: 50.000 đồng/1 tháng (có wifi)------------------+ giá: 1.600.000 đồng/1 tháng,liên hệ: 0912.782.988ghi chú: chỉ cho các bạn nữ thuêưu tiên các bạn đi làm, nếu ở 1 sẽ giảm thêm"
2584,10/2016,1500000,20.0,20.97426,105.764257,Ccmn,5.09,318.0,Khepkin,2,3,0,0,0,0,0,0,0,0,0,1,1,1,"Vạn Phúc, Phường La Khê, Quận Hà Đông, Hà Nội","  trong chung cư như sau: - địa điểm: nhà ct5b chung cư văn khê – hà đông  : 20m -25m/1  - đường rộng rãi, tầng 1 là siêu thị, trường mầm non, mẫu giáo, 1 có chỗ tập gym. - thoáng mát, mùa hè ngủ không phải bật quạt, sạch sẽ, rộng rãi các dịch vụ kèm: ------------------ + thang máy (miễn phí thang máy) + có ban công + vệ sinh khép kín + bao gồm phí quản lý tòa nhà + có bảo vệ, camera an ninh + giờ giấc tự do thoải mái + hầm để xe rộng rãi thoải mái. + phí gửi xe máy: 50k/1 tháng + điện: 100.000 đồng/1ng/tháng + nước: 50.000 đồng/1 người /tháng + mạng internet: 50.000 đồng/1 tháng. liên hệ: 0912.782.988 ghi chú: chỉ cho các bạn nữ thuê o 1 minh"
3194,01/2016,2000000,25.0,20.978824,105.774764,Nhatang,2.8,63.0,Khepkin,2,2,0,0,1,0,0,0,0,0,0,0,1,0,30 Vạn Phúc - Hà Đông - Hà Nội," 25 m2 (vệ sinh khép kín) sạch sẽ thoáng mát, nóng lạnh đầy đủ, an ninh tốt, ai có nhu cầu sớm liên hệ.có ban công thoáng mát, đảm bảo an ninh, mọi ng thân thiện. đường hqv, "
134,02/2021,1200000,15.0,20.995255,105.819164,Ccmn,2.7,169.62,Khepkin,2,2,0,0,1,1,0,0,0,0,0,0,0,0,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","chung cư mimi khép kín nhà 4 tang ưu tiên ở một  công trình phụ khép kín gần chợ gần trường học  1 vệ sinh sạch sẽ an ninh cực tốt.ngõ rộng, có nóng lạnh, điều hòa, internet,"
145,03/2021,2500000,20.0,20.9880064,105.8183255,Nhatang,3.9,120.7,Khepkin,5,2,0,0,0,0,0,0,0,0,0,0,0,0,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","cần   trong nhà 5 tầng tại phố bùi xương trạchphường khương đình, quận thanh xuân, hà nộicòn 2 loại giá  như sau;+ còn  ở tầng 2 giá 2,5 triệu/tháng.+ tầng 4 giá 2,3 triệu/ thángmỗi tầng 2  dùng chung 1wc  rộng khoảng 20m2 đến 25m2, sàn gỗ, thoáng mát, ô tô vào tận nhàđt 0945.931616 (chính chủ)"
